,Smoother_GS,CGS,Smoother_JAC,Smoother,Smoother_GSRB,Smoother_GSRBAC,CGS_IP_CG,Smoother_GSACBE,CGS_IP_AMG,CGS_RED_AMG,Smoother_GSAC,numCore,post,pre,performance
403,1,1,0,1,0,0,0,0,1,0,0,64,2,3,195.378
404,0,1,0,1,0,0,0,0,1,0,1,64,2,3,214.015
405,0,1,0,1,0,0,0,1,1,0,0,64,2,3,1771.75
406,0,1,0,1,1,0,0,0,1,0,0,64,2,3,280.627
407,0,1,0,1,0,1,0,0,1,0,0,64,2,3,298.42
408,0,1,1,1,0,0,0,0,0,1,0,64,2,3,217.382
409,1,1,0,1,0,0,0,0,0,1,0,64,2,3,210.115
410,0,1,0,1,0,0,0,0,0,1,1,64,2,3,229.038
411,0,1,0,1,0,0,0,1,0,1,0,64,2,3,1786.92
412,0,1,0,1,1,0,0,0,0,1,0,64,2,3,295.345
413,0,1,0,1,0,1,0,0,0,1,0,64,2,3,313.794
414,0,1,1,1,0,0,1,0,0,0,0,64,3,3,226.247
415,1,1,0,1,0,0,1,0,0,0,0,64,3,3,221.142
416,0,1,0,1,0,0,1,0,0,0,1,64,3,3,246.171
417,0,1,0,1,0,0,1,1,0,0,0,64,3,3,2184.29
418,0,1,0,1,1,0,1,0,0,0,0,64,3,3,323.363
419,0,1,0,1,0,1,1,0,0,0,0,64,3,3,348.124
420,0,1,1,1,0,0,0,0,1,0,0,64,3,3,225.404
421,1,1,0,1,0,0,0,0,1,0,0,64,3,3,218.678
422,0,1,0,1,0,0,0,0,1,0,1,64,3,3,241.005
423,0,1,0,1,0,0,0,1,1,0,0,64,3,3,2110.61
424,0,1,0,1,1,0,0,0,1,0,0,64,3,3,321.423
425,0,1,0,1,0,1,0,0,1,0,0,64,3,3,342.558
426,0,1,1,1,0,0,0,0,0,1,0,64,3,3,241.592
427,1,1,0,1,0,0,0,0,0,1,0,64,3,3,234.27
428,0,1,0,1,0,0,0,0,0,1,1,64,3,3,256.089
429,0,1,0,1,0,0,0,1,0,1,0,64,3,3,2127.82
430,0,1,0,1,1,0,0,0,0,1,0,64,3,3,336.164
431,0,1,0,1,0,1,0,0,0,1,0,64,3,3,359.615
432,0,1,1,1,0,0,1,0,0,0,0,64,4,3,251.349
433,1,1,0,1,0,0,1,0,0,0,0,64,4,3,244.475
434,0,1,0,1,0,0,1,0,0,0,1,64,4,3,272.653
435,0,1,0,1,0,0,1,1,0,0,0,64,4,3,2536.45
436,0,1,0,1,1,0,1,0,0,0,0,64,4,3,363.484
437,0,1,0,1,0,1,1,0,0,0,0,64,4,3,392.313
438,0,1,1,1,0,0,0,0,1,0,0,64,4,3,248.894
439,1,1,0,1,0,0,0,0,1,0,0,64,4,3,241.655
440,0,1,0,1,0,0,0,0,1,0,1,64,4,3,266.982
441,0,1,0,1,0,0,0,1,1,0,0,64,4,3,2446.32
442,0,1,0,1,1,0,0,0,1,0,0,64,4,3,360.259
443,0,1,0,1,0,1,0,0,1,0,0,64,4,3,385.081
444,0,1,1,1,0,0,0,0,0,1,0,64,4,3,265.813
445,1,1,0,1,0,0,0,0,0,1,0,64,4,3,256.732
446,0,1,0,1,0,0,0,0,0,1,1,64,4,3,282.787
447,0,1,0,1,0,0,0,1,0,1,0,64,4,3,2465.14
448,0,1,0,1,1,0,0,0,0,1,0,64,4,3,376.219
449,0,1,0,1,0,1,0,0,0,1,0,64,4,3,404.448
450,0,1,1,1,0,0,1,0,0,0,0,64,5,3,274.095
451,1,1,0,1,0,0,1,0,0,0,0,64,5,3,267.954
452,0,1,0,1,0,0,1,0,0,0,1,64,5,3,300.345
453,0,1,0,1,0,0,1,1,0,0,0,64,5,3,2886.91
454,0,1,0,1,1,0,1,0,0,0,0,64,5,3,403.769
455,0,1,0,1,0,1,1,0,0,0,0,64,5,3,435.986
456,0,1,1,1,0,0,0,0,1,0,0,64,5,3,273.227
457,1,1,0,1,0,0,0,0,1,0,0,64,5,3,264.47
458,0,1,0,1,0,0,0,0,1,0,1,64,5,3,294.169
459,0,1,0,1,0,0,0,1,1,0,0,64,5,3,2783.54
460,0,1,0,1,1,0,0,0,1,0,0,64,5,3,400.292
461,0,1,0,1,0,1,0,0,1,0,0,64,5,3,430.263
462,0,1,1,1,0,0,0,0,0,1,0,64,5,3,289.353
463,1,1,0,1,0,0,0,0,0,1,0,64,5,3,279.702
464,0,1,0,1,0,0,0,0,0,1,1,64,5,3,311.149
465,0,1,0,1,0,0,0,1,0,1,0,64,5,3,2805.08
466,0,1,0,1,1,0,0,0,0,1,0,64,5,3,416.262
467,0,1,0,1,0,1,0,0,0,1,0,64,5,3,445.323
468,0,1,1,1,0,0,1,0,0,0,0,64,6,3,299.009
469,1,1,0,1,0,0,1,0,0,0,0,64,6,3,290.949
470,0,1,0,1,0,0,1,0,0,0,1,64,6,3,326.334
471,0,1,0,1,0,0,1,1,0,0,0,64,6,3,3238.92
472,0,1,0,1,1,0,1,0,0,0,0,64,6,3,443.839
473,0,1,0,1,0,1,1,0,0,0,0,64,6,3,480.632
474,0,1,1,1,0,0,0,0,1,0,0,64,6,3,297.07
475,1,1,0,1,0,0,0,0,1,0,0,64,6,3,287.19
476,0,1,0,1,0,0,0,0,1,0,1,64,6,3,321.544
477,0,1,0,1,0,0,0,1,1,0,0,64,6,3,3123.59
478,0,1,0,1,1,0,0,0,1,0,0,64,6,3,440.92
479,0,1,0,1,0,1,0,0,1,0,0,64,6,3,472.824
480,0,1,1,1,0,0,0,0,0,1,0,64,6,3,313.22
481,1,1,0,1,0,0,0,0,0,1,0,64,6,3,302.801
482,0,1,0,1,0,0,0,0,0,1,1,64,6,3,339.02
483,0,1,0,1,0,0,0,1,0,1,0,64,6,3,3143.16
484,0,1,0,1,1,0,0,0,0,1,0,64,6,3,457.451
485,0,1,0,1,0,1,0,0,0,1,0,64,6,3,487.577
486,0,1,1,1,0,0,1,0,0,0,0,64,0,4,177.597
487,1,1,0,1,0,0,1,0,0,0,0,64,0,4,175.41
488,0,1,0,1,0,0,1,0,0,0,1,64,0,4,192.368
489,0,1,0,1,0,0,1,1,0,0,0,64,0,4,1497.51
490,0,1,0,1,1,0,1,0,0,0,0,64,0,4,242.595
491,0,1,0,1,0,1,1,0,0,0,0,64,0,4,260.621
492,0,1,1,1,0,0,0,0,1,0,0,64,0,4,176.429
493,1,1,0,1,0,0,0,0,1,0,0,64,0,4,172.476
494,0,1,0,1,0,0,0,0,1,0,1,64,0,4,187.884
495,0,1,0,1,0,0,0,1,1,0,0,64,0,4,1442.06
496,0,1,0,1,1,0,0,0,1,0,0,64,0,4,240.585
497,0,1,0,1,0,1,0,0,1,0,0,64,0,4,254.546
498,0,1,1,1,0,0,0,0,0,1,0,64,0,4,192.576
499,1,1,0,1,0,0,0,0,0,1,0,64,0,4,187.258
500,0,1,0,1,0,0,0,0,0,1,1,64,0,4,202.61
501,0,1,0,1,0,0,0,1,0,1,0,64,0,4,1460.33
502,0,1,0,1,1,0,0,0,0,1,0,64,0,4,255.081
503,0,1,0,1,0,1,0,0,0,1,0,64,0,4,268.768
504,0,1,1,1,0,0,1,0,0,0,0,64,1,4,202.995
505,1,1,0,1,0,0,1,0,0,0,0,64,1,4,197.555
506,0,1,0,1,0,0,1,0,0,0,1,64,1,4,219.56
507,0,1,0,1,0,0,1,1,0,0,0,64,1,4,1846.37
508,0,1,0,1,1,0,1,0,0,0,0,64,1,4,283.856
509,0,1,0,1,0,1,1,0,0,0,0,64,1,4,305.323
510,0,1,1,1,0,0,0,0,1,0,0,64,1,4,201.402
511,1,1,0,1,0,0,0,0,1,0,0,64,1,4,195.406
512,0,1,0,1,0,0,0,0,1,0,1,64,1,4,214.38
513,0,1,0,1,0,0,0,1,1,0,0,64,1,4,1778.57
514,0,1,0,1,1,0,0,0,1,0,0,64,1,4,281.028
515,0,1,0,1,0,1,0,0,1,0,0,64,1,4,297.958
516,0,1,1,1,0,0,0,0,0,1,0,64,1,4,217.636
517,1,1,0,1,0,0,0,0,0,1,0,64,1,4,210.263
518,0,1,0,1,0,0,0,0,0,1,1,64,1,4,229.336
519,0,1,0,1,0,0,0,1,0,1,0,64,1,4,1796.46
520,0,1,0,1,1,0,0,0,0,1,0,64,1,4,295.73
521,0,1,0,1,0,1,0,0,0,1,0,64,1,4,315.293
522,0,1,1,1,0,0,1,0,0,0,0,64,2,4,226.854
523,1,1,0,1,0,0,1,0,0,0,0,64,2,4,221.394
524,0,1,0,1,0,0,1,0,0,0,1,64,2,4,247.953
525,0,1,0,1,0,0,1,1,0,0,0,64,2,4,2189.31
526,0,1,0,1,1,0,1,0,0,0,0,64,2,4,322.867
527,0,1,0,1,0,1,1,0,0,0,0,64,2,4,349.363
528,0,1,1,1,0,0,0,0,1,0,0,64,2,4,224.937
529,1,1,0,1,0,0,0,0,1,0,0,64,2,4,218.676
530,0,1,0,1,0,0,0,0,1,0,1,64,2,4,241.359
531,0,1,0,1,0,0,0,1,1,0,0,64,2,4,2113.86
532,0,1,0,1,1,0,0,0,1,0,0,64,2,4,321.515
533,0,1,0,1,0,1,0,0,1,0,0,64,2,4,341.862
534,0,1,1,1,0,0,0,0,0,1,0,64,2,4,241.796
535,1,1,0,1,0,0,0,0,0,1,0,64,2,4,233.692
536,0,1,0,1,0,0,0,0,0,1,1,64,2,4,258.533
537,0,1,0,1,0,0,0,1,0,1,0,64,2,4,2132.19
538,0,1,0,1,1,0,0,0,0,1,0,64,2,4,335.718
539,0,1,0,1,0,1,0,0,0,1,0,64,2,4,359.617
540,0,1,1,1,0,0,1,0,0,0,0,64,3,4,251.632
541,1,1,0,1,0,0,1,0,0,0,0,64,3,4,245.238
542,0,1,0,1,0,0,1,0,0,0,1,64,3,4,273.927
543,0,1,0,1,0,0,1,1,0,0,0,64,3,4,2544.34
544,0,1,0,1,1,0,1,0,0,0,0,64,3,4,363.677
545,0,1,0,1,0,1,1,0,0,0,0,64,3,4,392.845
546,0,1,1,1,0,0,0,0,1,0,0,64,3,4,249.21
547,1,1,0,1,0,0,0,0,1,0,0,64,3,4,241.809
548,0,1,0,1,0,0,0,0,1,0,1,64,3,4,267.642
549,0,1,0,1,0,0,0,1,1,0,0,64,3,4,2445.99
550,0,1,0,1,1,0,0,0,1,0,0,64,3,4,361.14
551,0,1,0,1,0,1,0,0,1,0,0,64,3,4,384.939
552,0,1,1,1,0,0,0,0,0,1,0,64,3,4,265.97
553,1,1,0,1,0,0,0,0,0,1,0,64,3,4,257.116
554,0,1,0,1,0,0,0,0,0,1,1,64,3,4,285.078
555,0,1,0,1,0,0,0,1,0,1,0,64,3,4,2465.78
556,0,1,0,1,1,0,0,0,0,1,0,64,3,4,376.741
557,0,1,0,1,0,1,0,0,0,1,0,64,3,4,403.351
558,0,1,1,1,0,0,1,0,0,0,0,64,4,4,274.729
559,1,1,0,1,0,0,1,0,0,0,0,64,4,4,268.241
560,0,1,0,1,0,0,1,0,0,0,1,64,4,4,300.785
561,0,1,0,1,0,0,1,1,0,0,0,64,4,4,2889.81
562,0,1,0,1,1,0,1,0,0,0,0,64,4,4,403.909
563,0,1,0,1,0,1,1,0,0,0,0,64,4,4,437.975
564,0,1,1,1,0,0,0,0,1,0,0,64,4,4,272.69
565,1,1,0,1,0,0,0,0,1,0,0,64,4,4,264.819
566,0,1,0,1,0,0,0,0,1,0,1,64,4,4,294.136
567,0,1,0,1,0,0,0,1,1,0,0,64,4,4,2785.28
568,0,1,0,1,1,0,0,0,1,0,0,64,4,4,400.891
569,0,1,0,1,0,1,0,0,1,0,0,64,4,4,428.234
570,0,1,1,1,0,0,0,0,0,1,0,64,4,4,289.847
571,1,1,0,1,0,0,0,0,0,1,0,64,4,4,279.605
572,0,1,0,1,0,0,0,0,0,1,1,64,4,4,311.805
573,0,1,0,1,0,0,0,1,0,1,0,64,4,4,2804.23
574,0,1,0,1,1,0,0,0,0,1,0,64,4,4,416.101
575,0,1,0,1,0,1,0,0,0,1,0,64,4,4,446.979
576,0,1,1,1,0,0,1,0,0,0,0,64,5,4,299.206
577,1,1,0,1,0,0,1,0,0,0,0,64,5,4,290.927
578,0,1,0,1,0,0,1,0,0,0,1,64,5,4,328.066
579,0,1,0,1,0,0,1,1,0,0,0,64,5,4,3245.92
580,0,1,0,1,1,0,1,0,0,0,0,64,5,4,445.488
581,0,1,0,1,0,1,1,0,0,0,0,64,5,4,481.616
582,0,1,1,1,0,0,0,0,1,0,0,64,5,4,297.367
583,1,1,0,1,0,0,0,0,1,0,0,64,5,4,288.664
584,0,1,0,1,0,0,0,0,1,0,1,64,5,4,321.225
585,0,1,0,1,0,0,0,1,1,0,0,64,5,4,3124.49
586,0,1,0,1,1,0,0,0,1,0,0,64,5,4,441.631
587,0,1,0,1,0,1,0,0,1,0,0,64,5,4,472.023
588,0,1,1,1,0,0,0,0,0,1,0,64,5,4,314.243
589,1,1,0,1,0,0,0,0,0,1,0,64,5,4,303.199
590,0,1,0,1,0,0,0,0,0,1,1,64,5,4,339.504
591,0,1,0,1,0,0,0,1,0,1,0,64,5,4,3141.32
592,0,1,0,1,1,0,0,0,0,1,0,64,5,4,457.832
593,0,1,0,1,0,1,0,0,0,1,0,64,5,4,492.759
594,0,1,1,1,0,0,1,0,0,0,0,64,6,4,322.741
595,1,1,0,1,0,0,1,0,0,0,0,64,6,4,315.341
596,0,1,0,1,0,0,1,0,0,0,1,64,6,4,354.278
597,0,1,0,1,0,0,1,1,0,0,0,64,6,4,3590.39
598,0,1,0,1,1,0,1,0,0,0,0,64,6,4,486.267
599,0,1,0,1,0,1,1,0,0,0,0,64,6,4,525.007
600,0,1,1,1,0,0,0,0,1,0,0,64,6,4,320.428
601,1,1,0,1,0,0,0,0,1,0,0,64,6,4,310.821
602,0,1,0,1,0,0,0,0,1,0,1,64,6,4,347.891
603,0,1,0,1,0,0,0,1,1,0,0,64,6,4,3463.07
604,0,1,0,1,1,0,0,0,1,0,0,64,6,4,481.017
605,0,1,0,1,0,1,0,0,1,0,0,64,6,4,516.47
606,0,1,1,1,0,0,0,0,0,1,0,64,6,4,337.694
607,1,1,0,1,0,0,0,0,0,1,0,64,6,4,326.653
608,0,1,0,1,0,0,0,0,0,1,1,64,6,4,365.929
609,0,1,0,1,0,0,0,1,0,1,0,64,6,4,3474.53
610,0,1,0,1,1,0,0,0,0,1,0,64,6,4,497.801
611,0,1,0,1,0,1,0,0,0,1,0,64,6,4,534.299
612,0,1,1,1,0,0,1,0,0,0,0,64,0,5,202.756
613,1,1,0,1,0,0,1,0,0,0,0,64,0,5,198.6
614,0,1,0,1,0,0,1,0,0,0,1,64,0,5,220.131
615,0,1,0,1,0,0,1,1,0,0,0,64,0,5,1849.57
616,0,1,0,1,1,0,1,0,0,0,0,64,0,5,284.331
617,0,1,0,1,0,1,1,0,0,0,0,64,0,5,304.545
618,0,1,1,1,0,0,0,0,1,0,0,64,0,5,201.285
619,1,1,0,1,0,0,0,0,1,0,0,64,0,5,195.79
620,0,1,0,1,0,0,0,0,1,0,1,64,0,5,214.97
621,0,1,0,1,0,0,0,1,1,0,0,64,0,5,1782.65
622,0,1,0,1,1,0,0,0,1,0,0,64,0,5,281.044
623,0,1,0,1,0,1,0,0,1,0,0,64,0,5,298.251
624,0,1,1,1,0,0,0,0,0,1,0,64,0,5,217.579
625,1,1,0,1,0,0,0,0,0,1,0,64,0,5,210.582
626,0,1,0,1,0,0,0,0,0,1,1,64,0,5,231.412
627,0,1,0,1,0,0,0,1,0,1,0,64,0,5,1800.58
628,0,1,0,1,1,0,0,0,0,1,0,64,0,5,295.698
629,0,1,0,1,0,1,0,0,0,1,0,64,0,5,312.831
630,0,1,1,1,0,0,1,0,0,0,0,64,1,5,227.905
631,1,1,0,1,0,0,1,0,0,0,0,64,1,5,221.63
632,0,1,0,1,0,0,1,0,0,0,1,64,1,5,246.634
633,0,1,0,1,0,0,1,1,0,0,0,64,1,5,2195.78
634,0,1,0,1,1,0,1,0,0,0,0,64,1,5,323.105
635,0,1,0,1,0,1,1,0,0,0,0,64,1,5,349.351
636,0,1,1,1,0,0,0,0,1,0,0,64,1,5,225.805
637,1,1,0,1,0,0,0,0,1,0,0,64,1,5,218.675
638,0,1,0,1,0,0,0,0,1,0,1,64,1,5,241.562
639,0,1,0,1,0,0,0,1,1,0,0,64,1,5,2117.21
640,0,1,0,1,1,0,0,0,1,0,0,64,1,5,321.621
641,0,1,0,1,0,1,0,0,1,0,0,64,1,5,343.236
642,0,1,1,1,0,0,0,0,0,1,0,64,1,5,242.155
643,1,1,0,1,0,0,0,0,0,1,0,64,1,5,233.694
644,0,1,0,1,0,0,0,0,0,1,1,64,1,5,258.668
645,0,1,0,1,0,0,0,1,0,1,0,64,1,5,2133.63
646,0,1,0,1,1,0,0,0,0,1,0,64,1,5,336.087
647,0,1,0,1,0,1,0,0,0,1,0,64,1,5,359.218
648,0,1,1,1,0,0,1,0,0,0,0,64,2,5,252.187
649,1,1,0,1,0,0,1,0,0,0,0,64,2,5,245.102
650,0,1,0,1,0,0,1,0,0,0,1,64,2,5,272.897
651,0,1,0,1,0,0,1,1,0,0,0,64,2,5,2537.45
652,0,1,0,1,1,0,1,0,0,0,0,64,2,5,364.262
653,0,1,0,1,0,1,1,0,0,0,0,64,2,5,393.458
654,0,1,1,1,0,0,0,0,1,0,0,64,2,5,249.992
655,1,1,0,1,0,0,0,0,1,0,0,64,2,5,241.71
656,0,1,0,1,0,0,0,0,1,0,1,64,2,5,269.348
657,0,1,0,1,0,0,0,1,1,0,0,64,2,5,2452.47
658,0,1,0,1,1,0,0,0,1,0,0,64,2,5,362.889
659,0,1,0,1,0,1,0,0,1,0,0,64,2,5,387.015
660,0,1,1,1,0,0,0,0,0,1,0,64,2,5,266.031
661,1,1,0,1,0,0,0,0,0,1,0,64,2,5,256.964
662,0,1,0,1,0,0,0,0,0,1,1,64,2,5,285.219
663,0,1,0,1,0,0,0,1,0,1,0,64,2,5,2469.61
664,0,1,0,1,1,0,0,0,0,1,0,64,2,5,378.01
665,0,1,0,1,0,1,0,0,0,1,0,64,2,5,404.077
666,0,1,1,1,0,0,1,0,0,0,0,64,3,5,275.93
667,1,1,0,1,0,0,1,0,0,0,0,64,3,5,270.254
668,0,1,0,1,0,0,1,0,0,0,1,64,3,5,299.499
669,0,1,0,1,0,0,1,1,0,0,0,64,3,5,2890.07
670,0,1,0,1,1,0,1,0,0,0,0,64,3,5,405.486
671,0,1,0,1,0,1,1,0,0,0,0,64,3,5,437.114
672,0,1,1,1,0,0,0,0,1,0,0,64,3,5,273.58
673,1,1,0,1,0,0,0,0,1,0,0,64,3,5,264.773
674,0,1,0,1,0,0,0,0,1,0,1,64,3,5,295.638
675,0,1,0,1,0,0,0,1,1,0,0,64,3,5,2783.73
676,0,1,0,1,1,0,0,0,1,0,0,64,3,5,400.951
677,0,1,0,1,0,1,0,0,1,0,0,64,3,5,430.136
678,0,1,1,1,0,0,0,0,0,1,0,64,3,5,290.211
679,1,1,0,1,0,0,0,0,0,1,0,64,3,5,279.838
680,0,1,0,1,0,0,0,0,0,1,1,64,3,5,314.128
681,0,1,0,1,0,0,0,1,0,1,0,64,3,5,2805.94
682,0,1,0,1,1,0,0,0,0,1,0,64,3,5,416.829
683,0,1,0,1,0,1,0,0,0,1,0,64,3,5,449.987
684,0,1,1,1,0,0,1,0,0,0,0,64,4,5,300.03
685,1,1,0,1,0,0,1,0,0,0,0,64,4,5,292.542
686,0,1,0,1,0,0,1,0,0,0,1,64,4,5,327.388
687,0,1,0,1,0,0,1,1,0,0,0,64,4,5,3241.05
688,0,1,0,1,1,0,1,0,0,0,0,64,4,5,445.394
689,0,1,0,1,0,1,1,0,0,0,0,64,4,5,480.646
690,0,1,1,1,0,0,0,0,1,0,0,64,4,5,297.553
691,1,1,0,1,0,0,0,0,1,0,0,64,4,5,288.039
692,0,1,0,1,0,0,0,0,1,0,1,64,4,5,322.238
693,0,1,0,1,0,0,0,1,1,0,0,64,4,5,3123.51
694,0,1,0,1,1,0,0,0,1,0,0,64,4,5,441.648
695,0,1,0,1,0,1,0,0,1,0,0,64,4,5,473.341
696,0,1,1,1,0,0,0,0,0,1,0,64,4,5,314.547
697,1,1,0,1,0,0,0,0,0,1,0,64,4,5,303.602
698,0,1,0,1,0,0,0,0,0,1,1,64,4,5,339.52
699,0,1,0,1,0,0,0,1,0,1,0,64,4,5,3141.23
700,0,1,0,1,1,0,0,0,0,1,0,64,4,5,457.298
701,0,1,0,1,0,1,0,0,0,1,0,64,4,5,493.089
702,0,1,1,1,0,0,1,0,0,0,0,64,5,5,323.408
703,1,1,0,1,0,0,1,0,0,0,0,64,5,5,317.131
704,0,1,0,1,0,0,1,0,0,0,1,64,5,5,354.062
705,0,1,0,1,0,0,1,1,0,0,0,64,5,5,3591.76
706,0,1,0,1,1,0,1,0,0,0,0,64,5,5,486.628
707,0,1,0,1,0,1,1,0,0,0,0,64,5,5,524.609
708,0,1,1,1,0,0,0,0,1,0,0,64,5,5,321.552
709,1,1,0,1,0,0,0,0,1,0,0,64,5,5,311.18
710,0,1,0,1,0,0,0,0,1,0,1,64,5,5,349.14
711,0,1,0,1,0,0,0,1,1,0,0,64,5,5,3460.78
712,0,1,0,1,1,0,0,0,1,0,0,64,5,5,481.286
713,0,1,0,1,0,1,0,0,1,0,0,64,5,5,516.609
714,0,1,1,1,0,0,0,0,0,1,0,64,5,5,338.395
715,1,1,0,1,0,0,0,0,0,1,0,64,5,5,326.457
716,0,1,0,1,0,0,0,0,0,1,1,64,5,5,368.906
717,0,1,0,1,0,0,0,1,0,1,0,64,5,5,3478.38
718,0,1,0,1,1,0,0,0,0,1,0,64,5,5,500.296
719,0,1,0,1,0,1,0,0,0,1,0,64,5,5,539.357
720,0,1,1,1,0,0,1,0,0,0,0,64,6,5,347.961
721,1,1,0,1,0,0,1,0,0,0,0,64,6,5,340.195
722,0,1,0,1,0,0,1,0,0,0,1,64,6,5,380.644
723,0,1,0,1,0,0,1,1,0,0,0,64,6,5,3941.18
724,0,1,0,1,1,0,1,0,0,0,0,64,6,5,526.084
725,0,1,0,1,0,1,1,0,0,0,0,64,6,5,568.507
726,0,1,1,1,0,0,0,0,1,0,0,64,6,5,345.516
727,1,1,0,1,0,0,0,0,1,0,0,64,6,5,334.134
728,0,1,0,1,0,0,0,0,1,0,1,64,6,5,375.799
729,0,1,0,1,0,0,0,1,1,0,0,64,6,5,3800.48
730,0,1,0,1,1,0,0,0,1,0,0,64,6,5,521.301
731,0,1,0,1,0,1,0,0,1,0,0,64,6,5,558.889
732,0,1,1,1,0,0,0,0,0,1,0,64,6,5,362.356
733,1,1,0,1,0,0,0,0,0,1,0,64,6,5,349.692
734,0,1,0,1,0,0,0,0,0,1,1,64,6,5,395.495
735,0,1,0,1,0,0,0,1,0,1,0,64,6,5,3812.89
736,0,1,0,1,1,0,0,0,0,1,0,64,6,5,538.862
737,0,1,0,1,0,1,0,0,0,1,0,64,6,5,581.69
738,0,1,1,1,0,0,1,0,0,0,0,64,0,6,227.647
739,1,1,0,1,0,0,1,0,0,0,0,64,0,6,221.848
740,0,1,0,1,0,0,1,0,0,0,1,64,0,6,247.558
741,0,1,0,1,0,0,1,1,0,0,0,64,0,6,2201.41
742,0,1,0,1,1,0,1,0,0,0,0,64,0,6,324.106
743,0,1,0,1,0,1,1,0,0,0,0,64,0,6,350.245
744,0,1,1,1,0,0,0,0,1,0,0,64,0,6,224.993
745,1,1,0,1,0,0,0,0,1,0,0,64,0,6,218.715
746,0,1,0,1,0,0,0,0,1,0,1,64,0,6,242.537
747,0,1,0,1,0,0,0,1,1,0,0,64,0,6,2120.95
748,0,1,0,1,1,0,0,0,1,0,0,64,0,6,321.664
749,0,1,0,1,0,1,0,0,1,0,0,64,0,6,343.022
750,0,1,1,1,0,0,0,0,0,1,0,64,0,6,241.138
751,1,1,0,1,0,0,0,0,0,1,0,64,0,6,233.686
752,0,1,0,1,0,0,0,0,0,1,1,64,0,6,260.136
753,0,1,0,1,0,0,0,1,0,1,0,64,0,6,2140.35
754,0,1,0,1,1,0,0,0,0,1,0,64,0,6,336.461
755,0,1,0,1,0,1,0,0,0,1,0,64,0,6,358.121
756,0,1,1,1,0,0,1,0,0,0,0,64,1,6,252.89
757,1,1,0,1,0,0,1,0,0,0,0,64,1,6,247.049
758,0,1,0,1,0,0,1,0,0,0,1,64,1,6,273.823
759,0,1,0,1,0,0,1,1,0,0,0,64,1,6,2549.32
760,0,1,0,1,1,0,1,0,0,0,0,64,1,6,365.561
761,0,1,0,1,0,1,1,0,0,0,0,64,1,6,393.502
762,0,1,1,1,0,0,0,0,1,0,0,64,1,6,249.927
763,1,1,0,1,0,0,0,0,1,0,0,64,1,6,242.199
764,0,1,0,1,0,0,0,0,1,0,1,64,1,6,269.262
765,0,1,0,1,0,0,0,1,1,0,0,64,1,6,2455.11
766,0,1,0,1,1,0,0,0,1,0,0,64,1,6,362.132
767,0,1,0,1,0,1,0,0,1,0,0,64,1,6,387.376
768,0,1,1,1,0,0,0,0,0,1,0,64,1,6,266.699
769,1,1,0,1,0,0,0,0,0,1,0,64,1,6,256.728
770,0,1,0,1,0,0,0,0,0,1,1,64,1,6,288.123
771,0,1,0,1,0,0,0,1,0,1,0,64,1,6,2474.05
772,0,1,0,1,1,0,0,0,0,1,0,64,1,6,377.137
773,0,1,0,1,0,1,0,0,0,1,0,64,1,6,406.849
774,0,1,1,1,0,0,1,0,0,0,0,64,2,6,276.287
775,1,1,0,1,0,0,1,0,0,0,0,64,2,6,270.308
776,0,1,0,1,0,0,1,0,0,0,1,64,2,6,299.517
777,0,1,0,1,0,0,1,1,0,0,0,64,2,6,2896.17
778,0,1,0,1,1,0,1,0,0,0,0,64,2,6,406.788
779,0,1,0,1,0,1,1,0,0,0,0,64,2,6,437.056
780,0,1,1,1,0,0,0,0,1,0,0,64,2,6,273.61
781,1,1,0,1,0,0,0,0,1,0,0,64,2,6,264.899
782,0,1,0,1,0,0,0,0,1,0,1,64,2,6,295.549
783,0,1,0,1,0,0,0,1,1,0,0,64,2,6,2788.82
784,0,1,0,1,1,0,0,0,1,0,0,64,2,6,401.671
785,0,1,0,1,0,1,0,0,1,0,0,64,2,6,430.706
786,0,1,1,1,0,0,0,0,0,1,0,64,2,6,290.333
787,1,1,0,1,0,0,0,0,0,1,0,64,2,6,279.83
788,0,1,0,1,0,0,0,0,0,1,1,64,2,6,314.13
789,0,1,0,1,0,0,0,1,0,1,0,64,2,6,2806.68
790,0,1,0,1,1,0,0,0,0,1,0,64,2,6,417.197
791,0,1,0,1,0,1,0,0,0,1,0,64,2,6,450.222
792,0,1,1,1,0,0,1,0,0,0,0,64,3,6,300.714
793,1,1,0,1,0,0,1,0,0,0,0,64,3,6,294.522
794,0,1,0,1,0,0,1,0,0,0,1,64,3,6,327.068
795,0,1,0,1,0,0,1,1,0,0,0,64,3,6,3245.85
796,0,1,0,1,1,0,1,0,0,0,0,64,3,6,446.717
797,0,1,0,1,0,1,1,0,0,0,0,64,3,6,480.764
798,0,1,1,1,0,0,0,0,1,0,0,64,3,6,297.809
799,1,1,0,1,0,0,0,0,1,0,0,64,3,6,288.13
800,0,1,0,1,0,0,0,0,1,0,1,64,3,6,322.615
801,0,1,0,1,0,0,0,1,1,0,0,64,3,6,3122.96
802,0,1,0,1,1,0,0,0,1,0,0,64,3,6,441.841
803,0,1,0,1,0,1,0,0,1,0,0,64,3,6,474.071
804,0,1,1,1,0,0,0,0,0,1,0,64,3,6,314.74
805,1,1,0,1,0,0,0,0,0,1,0,64,3,6,303.483
806,0,1,0,1,0,0,0,0,0,1,1,64,3,6,342.221
807,0,1,0,1,0,0,0,1,0,1,0,64,3,6,3143.68
808,0,1,0,1,1,0,0,0,0,1,0,64,3,6,458.325
