,Solver,SeqSOR,CGSolver,BiCGSTABSolver,LoopSolver,SeqGS,GradientSolver,Precon,cells,post,pre,performance
463,1,1,1,0,0,0,0,1,52,2,3,10573.43929
464,1,1,0,0,0,0,1,1,51,3,6,7480.575357
465,1,1,0,1,0,0,0,1,53,2,4,10804.34643
466,1,0,0,0,1,1,0,1,51,1,0,11391.13571
467,1,1,0,0,1,0,0,1,50,6,4,9709.593214
468,1,0,0,0,0,1,1,1,50,1,2,8756.160714
469,1,1,0,0,0,0,1,1,55,6,4,8695.538214
470,1,1,0,0,1,0,0,1,55,1,4,14527.62143
471,1,1,0,0,1,0,0,1,55,2,0,14593.52143
472,1,0,1,0,0,1,0,1,53,6,4,9912.538929
473,1,0,0,1,0,1,0,1,52,5,3,7311.658929
474,1,0,0,0,1,1,0,1,53,5,5,9878.416429
475,1,1,0,1,0,0,0,1,50,1,6,9751.686071
476,1,0,1,0,0,1,0,1,52,2,6,9997.789643
477,1,0,1,0,0,1,0,1,51,1,2,11399.9
478,1,1,1,0,0,0,0,1,52,0,5,15615.94643
479,1,0,1,0,0,1,0,1,51,6,4,6964.876786
480,1,1,1,0,0,0,0,1,53,2,0,13480.47857
481,1,1,0,1,0,0,0,1,51,3,2,10235.36929
482,1,0,1,0,0,1,0,1,53,2,3,9948.544286
483,1,1,0,0,1,0,0,1,53,5,0,10880.83929
484,1,0,0,0,1,1,0,1,50,3,4,8924.888929
485,1,1,0,0,0,0,1,1,52,1,1,13012.26429
486,1,1,0,0,0,0,1,1,52,4,4,7820.572143
487,1,1,0,0,0,0,1,1,55,1,1,14473.49286
488,1,1,1,0,0,0,0,1,50,6,5,7360.243214
489,1,1,0,0,0,0,1,1,51,3,4,10099.80286
490,1,0,0,1,0,1,0,1,52,1,2,9549.211786
491,1,1,0,0,1,0,0,1,53,3,2,10800.88214
492,1,0,0,1,0,1,0,1,50,5,3,6733.858214
493,1,0,0,1,0,1,0,1,52,1,4,9601.835
494,1,0,1,0,0,1,0,1,54,4,2,10231.86071
495,1,1,0,0,1,0,0,1,55,0,3,14606.89286
496,1,1,0,0,0,0,1,1,54,4,6,8432.337857
497,1,0,0,1,0,1,0,1,54,4,3,10295.66786
498,1,1,1,0,0,0,0,1,53,1,6,13720.23929
499,1,1,0,0,0,0,1,1,55,2,4,11662.54643
500,1,0,1,0,0,1,0,1,50,1,5,8925.218929
501,1,0,0,0,0,1,1,1,53,4,3,7856.523571
502,1,1,0,0,0,0,1,1,55,4,1,11635.82143
503,1,1,0,1,0,0,0,1,55,2,2,14536.87143
504,1,1,0,0,1,0,0,1,51,0,2,10067.975
505,1,0,1,0,0,1,0,1,54,5,5,10569.71429
506,1,0,0,0,1,1,0,1,54,1,2,12821.52143
507,1,1,0,0,1,0,0,1,53,6,3,10937.82857
508,1,0,0,0,1,1,0,1,52,2,2,9560.767143
509,1,0,0,1,0,1,0,1,50,3,0,8809.896786
510,1,0,0,0,1,1,0,1,50,4,4,8836.482143
511,1,0,1,0,0,1,0,1,51,3,5,9152.130714
512,1,1,1,0,0,0,0,1,50,5,2,7265.456071
513,1,1,0,0,0,0,1,1,55,0,5,14497.22857
514,1,1,0,0,0,0,1,1,53,1,5,10868.42143
515,1,0,0,0,0,1,1,1,50,3,5,6666.358214
516,1,1,1,0,0,0,0,1,55,5,6,11611.49643
517,1,1,0,1,0,0,0,1,51,2,6,10153.53036
518,1,0,0,0,1,1,0,1,50,2,0,8794.190357
519,1,1,0,0,0,0,1,1,51,0,1,18011.26071
520,1,1,0,0,1,0,0,1,50,5,1,7274.900357
521,1,0,1,0,0,1,0,1,52,5,4,7252.159286
522,1,1,0,0,1,0,0,1,53,3,1,10785.93571
523,1,1,0,0,0,0,1,1,53,2,2,10970.62143
524,1,1,0,0,0,0,1,1,51,6,2,7530.223571
525,1,0,0,1,0,1,0,1,52,2,4,9619.466786
526,1,0,0,0,0,1,1,1,53,1,2,10148.72464
527,1,0,0,0,0,1,1,1,52,3,6,7272.307143
528,1,1,0,0,1,0,0,1,51,5,3,10084.32464
529,1,0,1,0,0,1,0,1,50,5,3,6646.764643
530,1,1,1,0,0,0,0,1,50,4,4,9680.549286
531,1,1,1,0,0,0,0,1,55,4,3,11588.15357
532,1,1,1,0,0,0,0,1,52,2,5,10413.925
533,1,1,0,1,0,0,0,1,53,0,3,13509.73929
534,1,1,1,0,0,0,0,1,55,3,6,11746.55
535,1,0,0,0,1,1,0,1,55,2,3,10551.16786
536,1,1,0,1,0,0,0,1,55,4,6,11735.73571
537,1,1,0,0,1,0,0,1,53,3,0,11044.07143
538,1,1,1,0,0,0,0,1,50,2,4,9665.279643
539,1,1,1,0,0,0,0,1,51,5,0,10124.63464
540,1,0,0,1,0,1,0,1,53,5,0,9878.332857
541,1,0,1,0,0,1,0,1,54,6,3,10231.27143
542,1,1,0,0,0,0,1,1,51,2,1,10076.09679
543,1,0,0,1,0,1,0,1,52,2,6,9561.75
544,1,1,0,0,0,0,1,1,51,1,3,9957.022143
545,1,1,0,0,0,0,1,1,51,2,6,9970.569286
546,1,1,1,0,0,0,0,1,55,1,0,32063.72143
547,1,0,1,0,0,1,0,1,53,5,1,9876.677857
548,1,0,0,0,0,1,1,1,54,1,5,10188.05714
549,1,0,0,0,0,1,1,1,52,5,6,7278.923571
550,1,1,0,1,0,0,0,1,50,2,0,9609.776786
551,1,1,1,0,0,0,0,1,55,0,2,20277.92857
552,1,1,0,0,1,0,0,1,55,4,0,11708.31786
553,1,0,0,0,1,1,0,1,52,0,3,9791.786786
554,1,1,0,0,1,0,0,1,51,2,6,7571.543929
555,1,0,0,0,0,1,1,1,53,2,2,9887.424643
556,1,0,0,1,0,1,0,1,55,3,6,10680.06786
557,1,0,0,0,1,1,0,1,52,3,5,7238.027857
558,1,1,0,0,1,0,0,1,52,6,0,7865.539643
559,1,1,0,0,1,0,0,1,52,6,4,7894.886071
560,1,0,0,1,0,1,0,1,55,3,5,10765.19286
561,1,1,0,1,0,0,0,1,51,3,4,9982.263214
562,1,1,0,1,0,0,0,1,51,5,3,10049.31429
563,1,1,1,0,0,0,0,1,54,6,0,11342.64643
564,1,0,0,1,0,1,0,1,51,3,0,9229.539286
565,1,0,0,0,0,1,1,1,55,1,6,10618.17143
566,1,1,0,0,1,0,0,1,54,2,6,11214.1
567,1,0,1,0,0,1,0,1,50,6,0,6745.914643
568,1,1,0,0,0,0,1,1,51,3,2,10025.14607
569,1,1,0,1,0,0,0,1,53,5,5,10856.07143
570,1,0,0,0,0,1,1,1,55,2,6,10616.47143
571,1,0,0,0,0,1,1,1,53,0,5,12422.33571
572,1,0,0,1,0,1,0,1,53,4,0,9899.258214
573,1,0,0,0,0,1,1,1,54,2,2,10404.19643
574,1,1,0,0,1,0,0,1,54,1,2,14167.13214
575,1,1,0,0,0,0,1,1,51,2,5,10071.68679
576,1,1,0,1,0,0,0,1,50,6,1,7237.837143
577,1,1,1,0,0,0,0,1,54,3,2,11230.51071
578,1,1,0,0,1,0,0,1,51,1,4,10297.09286
579,1,0,0,0,1,1,0,1,51,5,0,6864.921071
580,1,1,0,0,0,0,1,1,55,1,2,14580.57857
581,1,1,0,1,0,0,0,1,51,0,6,15023.32857
582,1,1,1,0,0,0,0,1,52,4,6,10490.16786
583,1,1,0,0,1,0,0,1,53,1,0,16270.47143
584,1,0,0,1,0,1,0,1,55,0,1,21222.46786
585,1,1,0,0,1,0,0,1,53,5,4,10869.36786
586,1,0,0,0,1,1,0,1,53,0,6,12441.33929
587,1,0,0,1,0,1,0,1,53,2,4,9916.324286
588,1,1,0,0,1,0,0,1,50,6,5,9775.491071
589,1,1,0,1,0,0,0,1,54,5,3,8404.5075
590,1,1,0,0,1,0,0,1,54,2,1,11234.45714
591,1,1,0,0,0,0,1,1,51,6,3,7663.163214
592,1,0,0,0,1,1,0,1,52,5,6,9678.488214
593,1,1,1,0,0,0,0,1,51,4,6,7596.398214
594,1,0,0,0,0,1,1,1,50,1,4,8773.922143
595,1,0,0,1,0,1,0,1,51,2,2,9276.332143
596,1,0,0,1,0,1,0,1,53,3,6,9889.011786
597,1,1,0,0,0,0,1,1,54,3,6,8612.562143
598,1,0,0,0,1,1,0,1,53,2,3,9815.322857
599,1,0,0,0,1,1,0,1,53,4,3,9959.477143
600,1,1,0,0,0,0,1,1,51,5,0,10039.1225
601,1,1,0,0,0,0,1,1,52,3,3,10447.16071
602,1,0,1,0,0,1,0,1,55,3,3,10559.93571
603,1,1,0,0,1,0,0,1,53,4,3,10892.02143
604,1,0,0,0,0,1,1,1,53,2,3,10159.3925
605,1,1,0,0,1,0,0,1,54,3,5,11273.36071
606,1,0,1,0,0,1,0,1,53,4,5,9878.282143
607,1,0,0,0,0,1,1,1,54,3,3,10356.97143
608,1,0,0,0,0,1,1,1,54,2,0,10234.85357
609,1,1,1,0,0,0,0,1,53,0,2,18934
610,1,1,1,0,0,0,0,1,50,2,6,9625.029643
611,1,0,0,0,1,1,0,1,50,6,0,6620.012857
612,1,1,0,0,1,0,0,1,50,6,1,7290.916786
613,1,0,1,0,0,1,0,1,53,1,3,12569.41786
614,1,1,0,0,1,0,0,1,55,3,0,11639.05357
615,1,0,0,0,0,1,1,1,54,5,6,7846.395714
616,1,1,0,1,0,0,0,1,54,1,4,11381.58214
617,1,0,1,0,0,1,0,1,50,3,6,8955.96
618,1,1,0,1,0,0,0,1,52,2,2,10457.59286
619,1,0,0,0,1,1,0,1,52,0,5,9756.086786
620,1,0,0,0,0,1,1,1,53,4,4,7559.093929
621,1,1,0,0,1,0,0,1,54,3,1,11259.08929
622,1,1,1,0,0,0,0,1,54,6,4,11234.27143
623,1,1,1,0,0,0,0,1,51,6,0,7612.346071
624,1,0,1,0,0,1,0,1,50,6,4,6767.398929
625,1,0,0,0,0,1,1,1,55,3,4,10593.34286
626,1,0,0,0,0,1,1,1,52,6,1,7355.172143
627,1,0,0,0,1,1,0,1,53,6,0,9884.093929
628,1,1,0,1,0,0,0,1,53,4,4,10927.04643
629,1,1,0,0,1,0,0,1,52,6,5,8178.707857
630,1,0,1,0,0,1,0,1,53,2,5,10163.85536
631,1,1,1,0,0,0,0,1,53,4,0,10923.33571
632,1,0,0,0,1,1,0,1,51,6,6,6859.16
633,1,0,0,0,0,1,1,1,52,2,6,9900.191429
634,1,1,1,0,0,0,0,1,53,4,3,10804.22857
635,1,0,0,1,0,1,0,1,55,4,2,10671.00714
636,1,1,0,1,0,0,0,1,50,4,4,9735.156429
637,1,0,1,0,0,1,0,1,52,0,5,14485.66786
638,1,1,0,1,0,0,0,1,51,2,4,10013.37679
639,1,0,0,0,0,1,1,1,54,0,2,12841.15
640,1,1,0,0,1,0,0,1,52,5,3,7994.454643
641,1,0,1,0,0,1,0,1,52,4,5,9793.9225
642,1,0,0,1,0,1,0,1,51,0,2,11450.8
643,1,1,0,0,0,0,1,1,54,1,1,14082.24286
644,1,0,0,0,1,1,0,1,53,3,0,10070.10714
645,1,1,0,0,0,0,1,1,53,3,3,10860.82143
646,1,1,0,1,0,0,0,1,51,5,5,7751.439286
647,1,1,0,0,0,0,1,1,52,4,3,7856.186071
648,1,0,0,1,0,1,0,1,52,2,2,9551.050357
649,1,0,0,1,0,1,0,1,53,6,1,10032.35286
650,1,1,0,0,0,0,1,1,52,5,4,7926.870714
651,1,0,0,0,0,1,1,1,53,4,0,10060.5725
652,1,0,1,0,0,1,0,1,50,3,3,8853.5725
653,1,1,1,0,0,0,0,1,53,4,5,10781.81786
654,1,1,1,0,0,0,0,1,53,5,0,10834.125
655,1,1,0,1,0,0,0,1,53,5,6,10848.9
656,1,0,0,1,0,1,0,1,55,3,1,10599.525
657,1,0,0,0,0,1,1,1,51,2,1,9224.054286
658,1,0,0,0,0,1,1,1,55,3,5,10553.01429
659,1,1,1,0,0,0,0,1,51,5,2,10043.63464
660,1,1,0,0,0,0,1,1,50,1,0,19264.05
661,1,1,0,1,0,0,0,1,55,6,4,8738.042857
662,1,0,0,0,0,1,1,1,55,3,6,7923.71
663,1,0,0,0,0,1,1,1,52,5,2,7197.506071
664,1,0,0,0,1,1,0,1,50,6,3,8775.375
665,1,0,1,0,0,1,0,1,53,6,5,9862.310714
666,1,0,1,0,0,1,0,1,51,5,4,6826.821429
667,1,1,0,0,1,0,0,1,50,4,4,9656.111071
668,1,1,0,0,0,0,1,1,52,4,1,10517.06429
669,1,1,0,0,0,0,1,1,54,2,6,11328.23571
670,1,0,0,0,1,1,0,1,50,4,5,8859.462857
671,1,0,0,1,0,1,0,1,54,2,1,10301.11071
672,1,1,1,0,0,0,0,1,51,0,2,17514.37143
673,1,1,1,0,0,0,0,1,52,6,0,10481.18929
674,1,0,0,1,0,1,0,1,52,4,6,9612.191786
675,1,0,0,0,1,1,0,1,52,6,6,9602.042143
676,1,1,0,1,0,0,0,1,51,3,1,10031.13107
677,1,0,0,0,0,1,1,1,50,3,6,6571.3275
678,1,0,1,0,0,1,0,1,52,2,1,9583.359643
679,1,0,0,0,1,1,0,1,50,6,5,8793.626429
680,1,1,0,0,0,0,1,1,55,3,4,11601.85
681,1,0,0,0,0,1,1,1,51,0,4,11456.98571
682,1,0,0,1,0,1,0,1,50,6,4,6754.821786
683,1,0,1,0,0,1,0,1,50,3,0,8826.060714
684,1,0,0,1,0,1,0,1,52,3,3,9665.455714
685,1,0,0,0,0,1,1,1,55,1,0,21243.01429
686,1,0,0,1,0,1,0,1,55,6,3,10859.52857
687,1,0,1,0,0,1,0,1,55,0,6,15826.04643
688,1,0,1,0,0,1,0,1,54,0,3,15478.12143
689,1,1,1,0,0,0,0,1,53,2,4,10791.77143
690,1,1,0,1,0,0,0,1,54,2,2,11407.96786
691,1,0,0,0,1,1,0,1,54,4,1,10274.03571
692,1,0,0,1,0,1,0,1,53,1,2,9883.741786
693,1,1,0,0,0,0,1,1,54,0,2,14090.98929
694,1,0,1,0,0,1,0,1,51,2,5,9337.723214
695,1,1,0,0,0,0,1,1,53,2,5,10853.17857
696,1,0,0,1,0,1,0,1,54,0,2,15361.44286
697,1,1,0,0,0,0,1,1,51,6,0,7641.635357
698,1,1,0,0,0,0,1,1,52,3,0,10469.65
699,1,0,1,0,0,1,0,1,54,6,0,10255.26786
700,1,1,0,0,0,0,1,1,52,4,5,7938.182143
701,1,0,0,1,0,1,0,1,54,0,3,12965.24286
702,1,0,0,0,0,1,1,1,51,3,1,9213.715
703,1,1,1,0,0,0,0,1,50,3,3,9744.465714
704,1,1,0,1,0,0,0,1,54,3,0,11435.91786
705,1,0,0,0,1,1,0,1,50,2,2,6601.925714
706,1,1,0,1,0,0,0,1,54,4,6,8416.760357
707,1,0,0,0,0,1,1,1,50,6,5,6700.596071
708,1,0,1,0,0,1,0,1,50,5,1,6624.606429
709,1,1,0,0,1,0,0,1,53,6,6,10849.95714
710,1,1,0,1,0,0,0,1,54,2,0,11189.70357
711,1,0,1,0,0,1,0,1,52,5,2,9782.402857
712,1,0,0,0,1,1,0,1,54,5,5,10254.84643
713,1,0,0,0,1,1,0,1,54,1,3,12747.03571
714,1,0,0,0,1,1,0,1,54,6,0,10247.48929
715,1,0,1,0,0,1,0,1,54,3,5,10394.61786
716,1,1,0,0,1,0,0,1,55,2,1,14491.07857
717,1,1,0,0,1,0,0,1,50,1,0,14466.65357
718,1,1,0,0,0,0,1,1,52,4,2,10567.21071
719,1,0,0,0,0,1,1,1,51,1,0,18248.78571
720,1,0,0,0,1,1,0,1,53,0,2,9857.774643
721,1,0,0,0,1,1,0,1,51,2,5,6942.591071
722,1,0,0,1,0,1,0,1,55,0,2,13386.29643
723,1,0,0,0,0,1,1,1,55,2,0,10543.76429
724,1,0,1,0,0,1,0,1,55,6,1,10614.02143
725,1,0,0,1,0,1,0,1,54,1,6,10344.975
726,1,1,0,0,0,0,1,1,51,4,6,7529.296786
727,1,0,1,0,0,1,0,1,50,4,1,8753.069643
728,1,1,0,0,0,0,1,1,52,0,1,20865.1
729,1,1,0,1,0,0,0,1,54,0,6,14099.29286
730,1,1,0,0,1,0,0,1,54,4,3,11306.50357
731,1,1,1,0,0,0,0,1,51,2,3,10048.1025
732,1,1,0,0,0,0,1,1,51,1,6,10225.38964
733,1,1,0,0,1,0,0,1,50,5,2,7319.6825
734,1,0,0,0,0,1,1,1,53,5,0,10493.67679
735,1,0,0,0,1,1,0,1,54,5,0,10224.14286
736,1,0,1,0,0,1,0,1,53,5,0,10102.73179
737,1,1,0,1,0,0,0,1,50,6,2,7264.287143
738,1,0,1,0,0,1,0,1,53,4,0,9973.011429
739,1,0,0,1,0,1,0,1,52,5,6,7245.562857
740,1,1,1,0,0,0,0,1,51,0,1,34956.30714
741,1,0,0,0,1,1,0,1,52,2,6,7494.632857
742,1,1,1,0,0,0,0,1,51,3,0,10029.83643
743,1,1,0,0,0,0,1,1,50,3,5,7358.793571
744,1,1,0,0,0,0,1,1,52,0,3,13037.54286
745,1,1,0,0,0,0,1,1,55,6,1,8716.209286
746,1,1,0,1,0,0,0,1,54,2,6,11469.575
747,1,1,0,0,0,0,1,1,55,0,4,14563.05714
748,1,0,1,0,0,1,0,1,54,2,5,10688.99643
749,1,1,0,1,0,0,0,1,52,0,1,20813.21786
750,1,0,1,0,0,1,0,1,53,0,5,15026.40714
751,1,0,0,1,0,1,0,1,54,4,4,10381.475
752,1,0,0,0,1,1,0,1,52,2,1,7387.256071
753,1,1,0,0,1,0,0,1,55,6,2,11914.41071
754,1,1,0,1,0,0,0,1,54,5,5,11186.68571
755,1,0,0,0,0,1,1,1,53,2,0,9996.221071
756,1,0,0,0,1,1,0,1,55,0,6,13175.69643
757,1,0,0,1,0,1,0,1,51,0,1,18502.70714
758,1,1,0,1,0,0,0,1,50,4,2,9714.955714
759,1,0,1,0,0,1,0,1,55,4,0,10630.62857
760,1,1,0,1,0,0,0,1,53,5,4,10923.18571
761,1,1,1,0,0,0,0,1,52,3,5,10471.86786
762,1,0,0,1,0,1,0,1,55,1,2,13420.35357
763,1,0,1,0,0,1,0,1,53,0,3,15012.70357
764,1,1,0,0,0,0,1,1,55,2,1,11619.40357
765,1,1,0,0,1,0,0,1,50,1,5,7312.5125
766,1,1,0,1,0,0,0,1,55,4,3,11676.05
767,1,0,0,0,1,1,0,1,54,0,5,12737.975
768,1,0,0,1,0,1,0,1,51,1,5,9279.212143
769,1,1,1,0,0,0,0,1,52,1,4,13059.95714
770,1,1,1,0,0,0,0,1,55,6,2,11619.65
771,1,0,0,0,1,1,0,1,54,0,2,10298.02857
772,1,0,0,1,0,1,0,1,51,6,3,6884.107857
773,1,0,0,1,0,1,0,1,52,0,5,11938.55357
774,1,1,1,0,0,0,0,1,54,6,3,11210.38929
775,1,0,0,1,0,1,0,1,50,0,2,11019.18214
776,1,0,0,0,1,1,0,1,52,5,1,7261.473571
777,1,1,0,0,0,0,1,1,52,5,6,7857.61
778,1,0,0,0,1,1,0,1,51,1,6,7066.042143
779,1,0,0,0,0,1,1,1,55,1,1,13378.03571
780,1,0,0,0,0,1,1,1,54,1,4,10575.95714
781,1,0,1,0,0,1,0,1,51,6,5,6866.598929
782,1,0,0,0,0,1,1,1,50,5,1,6733.779286
783,1,1,1,0,0,0,0,1,54,3,1,11281.45714
784,1,0,1,0,0,1,0,1,50,3,5,8780.410357
785,1,1,0,1,0,0,0,1,53,3,6,10948.825
786,1,0,0,1,0,1,0,1,55,0,3,15946.32143
787,1,0,0,0,1,1,0,1,54,3,2,10210.62857
788,1,1,0,1,0,0,0,1,51,3,5,10126.46786
789,1,1,0,0,1,0,0,1,53,3,6,10783.62143
790,1,1,0,1,0,0,0,1,52,2,1,10479.28214
791,1,1,1,0,0,0,0,1,55,6,4,11633.8
792,1,1,0,1,0,0,0,1,52,6,3,7954.213571
793,1,1,0,0,1,0,0,1,51,5,5,7550.776429
794,1,0,0,0,1,1,0,1,51,5,1,9169.127143
795,1,1,0,0,0,0,1,1,50,3,4,9769.202143
796,1,0,0,0,1,1,0,1,53,0,3,12294.38571
797,1,1,0,0,0,0,1,1,51,5,1,10207.06286
798,1,0,1,0,0,1,0,1,51,6,6,6824.088929
799,1,1,0,0,1,0,0,1,50,1,3,12002.64643
800,1,1,0,0,1,0,0,1,51,4,2,10132.605
801,1,1,0,0,0,0,1,1,50,4,6,7338.861429
802,1,0,0,0,1,1,0,1,55,0,3,13223.84286
803,1,0,1,0,0,1,0,1,51,5,3,9089.931071
804,1,0,0,1,0,1,0,1,53,5,4,9876.471429
805,1,1,0,0,0,0,1,1,52,2,5,10549.62857
806,1,1,0,0,0,0,1,1,55,6,6,8776.637857
807,1,1,0,0,1,0,0,1,55,4,3,11750.10357
808,1,1,1,0,0,0,0,1,50,3,1,9632.188571
809,1,1,0,0,0,0,1,1,53,2,4,10969.79643
810,1,0,0,0,0,1,1,1,55,3,1,10574.41429
811,1,0,1,0,0,1,0,1,54,5,3,10229.03929
812,1,0,0,0,1,1,0,1,51,2,3,6967.7875
813,1,0,0,0,0,1,1,1,55,2,2,10675.03571
814,1,0,1,0,0,1,0,1,50,0,6,13219.49286
815,1,1,0,0,0,0,1,1,50,2,3,9823.213214
816,1,0,0,1,0,1,0,1,53,4,1,10175.98357
817,1,0,0,0,1,1,0,1,50,3,3,8788.804286
818,1,0,1,0,0,1,0,1,50,2,6,8862.7725
819,1,1,0,1,0,0,0,1,54,1,0,22564.95
820,1,0,0,1,0,1,0,1,52,0,4,11971.43929
821,1,1,0,0,1,0,0,1,52,0,1,18385.24286
822,1,0,0,1,0,1,0,1,51,2,1,9204.694643
823,1,1,1,0,0,0,0,1,51,2,0,12525.30357
824,1,0,1,0,0,1,0,1,52,0,4,14619.52857
825,1,0,1,0,0,1,0,1,51,6,2,6970.53
826,1,1,1,0,0,0,0,1,55,0,6,17397.25
827,1,0,0,0,1,1,0,1,54,1,1,10240.36429
828,1,0,0,1,0,1,0,1,51,5,0,9333.746429
829,1,1,0,0,0,0,1,1,53,6,2,8091.005357
830,1,0,0,0,0,1,1,1,51,5,3,6951.071429
831,1,0,1,0,0,1,0,1,51,2,1,9088.497857
832,1,0,0,0,1,1,0,1,50,3,6,8779.2925
833,1,0,0,1,0,1,0,1,52,3,6,9657.606071
834,1,0,0,0,0,1,1,1,51,5,6,7022.2175
835,1,1,0,1,0,0,0,1,51,4,2,9987.572143
836,1,0,0,0,0,1,1,1,50,4,1,8781.765714
837,1,0,0,0,0,1,1,1,53,6,3,7584.8525
838,1,1,0,0,1,0,0,1,53,3,3,10950.17857
839,1,0,0,0,0,1,1,1,55,5,4,7906.533929
840,1,1,1,0,0,0,0,1,54,3,5,11267.71429
841,1,1,0,0,0,0,1,1,54,1,5,11174.83929
842,1,0,0,1,0,1,0,1,52,0,6,11923.13929
843,1,1,0,0,0,0,1,1,50,1,3,9630.586786
844,1,1,0,0,1,0,0,1,52,3,5,10634.40357
845,1,0,0,0,0,1,1,1,52,6,4,7260.375714
846,1,0,0,0,0,1,1,1,52,2,5,9847.275357
847,1,1,0,0,0,0,1,1,55,3,6,11768.95357
848,1,1,0,0,0,0,1,1,55,0,1,20324.71429
849,1,1,0,1,0,0,0,1,55,3,3,11650.27857
850,1,0,0,0,1,1,0,1,54,6,4,10314.31071
851,1,1,0,1,0,0,0,1,54,0,4,14054.99643
852,1,1,0,0,1,0,0,1,53,3,5,10852.33214
853,1,0,0,0,0,1,1,1,53,2,4,10161.55571
854,1,1,0,0,0,0,1,1,55,4,6,8734.177857
855,1,1,1,0,0,0,0,1,50,0,5,14545.1
856,1,1,1,0,0,0,0,1,53,5,2,10812.17857
857,1,1,0,0,1,0,0,1,53,1,5,10849.55
858,1,0,1,0,0,1,0,1,52,0,3,14641.43214
859,1,0,1,0,0,1,0,1,55,6,4,10568.04286
860,1,0,0,0,1,1,0,1,54,5,1,10231.42857
861,1,0,0,1,0,1,0,1,54,3,4,10407.35714
862,1,0,0,0,1,1,0,1,55,3,1,10559.60357
863,1,0,1,0,0,1,0,1,52,1,6,9929.111786
864,1,0,0,1,0,1,0,1,50,6,3,6737.735714
865,1,1,1,0,0,0,0,1,54,1,1,14082.55
866,1,0,1,0,0,1,0,1,51,2,6,9143.931429
867,1,0,0,0,1,1,0,1,55,5,3,10564.50714
868,1,0,1,0,0,1,0,1,54,2,0,12867.59643
869,1,0,0,0,1,1,0,1,54,5,2,10363.61429
870,1,0,0,1,0,1,0,1,52,0,1,19096.07857
871,1,0,0,0,0,1,1,1,52,3,0,9985.245714
872,1,1,0,1,0,0,0,1,54,6,4,11262.39643
873,1,0,0,0,0,1,1,1,55,0,6,10629.91429
874,1,1,0,1,0,0,0,1,50,0,4,12230.86429
875,1,0,0,1,0,1,0,1,54,6,0,10237.21786
876,1,1,1,0,0,0,0,1,53,0,6,16196.96786
877,1,0,0,1,0,1,0,1,52,3,1,9607.337857
878,1,0,0,0,1,1,0,1,53,1,6,9961.992143
879,1,1,0,0,1,0,0,1,52,5,6,10474.08929
880,1,1,0,0,1,0,0,1,52,4,4,8057.833571
881,1,0,1,0,0,1,0,1,54,6,6,10335.06786
882,1,1,0,0,1,0,0,1,54,1,3,14144.575
883,1,0,1,0,0,1,0,1,52,2,3,9696.877143
884,1,1,0,1,0,0,0,1,54,6,2,11226.37143
885,1,0,1,0,0,1,0,1,55,6,3,10601.25357
886,1,0,0,1,0,1,0,1,53,1,4,9868.644286
887,1,1,0,0,0,0,1,1,52,4,6,7822.188571
888,1,1,0,0,1,0,0,1,50,2,5,9619.163214
889,1,1,0,0,1,0,0,1,52,0,5,10655.93929
890,1,0,0,0,1,1,0,1,55,2,4,10558.89643
891,1,0,1,0,0,1,0,1,52,3,5,9751.861071
892,1,1,0,0,0,0,1,1,55,4,4,8813.534286
893,1,0,0,0,1,1,0,1,54,1,0,15275.16786
894,1,1,0,1,0,0,0,1,52,1,0,18411.05714
895,1,1,0,0,1,0,0,1,51,0,3,12558.48214
896,1,1,1,0,0,0,0,1,51,0,3,14950.87143
897,1,0,0,0,1,1,0,1,55,0,4,13239.7
898,1,0,0,0,1,1,0,1,53,0,1,17256.91429
899,1,1,1,0,0,0,0,1,55,4,0,11782.71071
900,1,1,0,1,0,0,0,1,52,6,1,7862.335714
901,1,1,0,0,0,0,1,1,55,3,0,11605.52857
902,1,1,0,0,1,0,0,1,51,6,6,7712.335714
903,1,1,0,0,1,0,0,1,52,3,4,10441.875
904,1,0,1,0,0,1,0,1,52,3,3,9730.182143
905,1,1,0,0,1,0,0,1,55,3,1,11662.07857
906,1,0,0,0,0,1,1,1,50,5,2,6585.6
907,1,1,0,1,0,0,0,1,52,1,4,10420.68571
908,1,0,1,0,0,1,0,1,55,4,6,10636.54643
909,1,1,0,1,0,0,0,1,54,0,1,22786.11786
910,1,1,0,0,0,0,1,1,54,2,0,11201.775
911,1,1,0,0,1,0,0,1,54,1,1,14009.17857
912,1,0,1,0,0,1,0,1,50,4,4,8830.313571
913,1,0,0,0,1,1,0,1,53,3,1,9885.998214
914,1,1,0,1,0,0,0,1,54,2,1,11194.42857
915,1,0,0,1,0,1,0,1,55,5,6,10762.83214
916,1,0,0,0,1,1,0,1,53,4,0,10124.99357
917,1,1,0,0,0,0,1,1,52,5,0,10545.33929
918,1,1,0,0,0,0,1,1,50,0,6,12086.48571
919,1,0,0,0,1,1,0,1,54,2,6,10381.63214
920,1,1,0,0,0,0,1,1,51,6,6,7627.575
921,1,0,0,0,0,1,1,1,53,0,3,12544.425
922,1,0,0,0,1,1,0,1,50,1,0,11031.32143
923,1,1,0,1,0,0,0,1,52,2,0,10762.65
924,1,1,0,0,1,0,0,1,50,5,5,9633.6125
925,1,0,0,0,0,1,1,1,55,1,2,10697.93571
926,1,1,0,0,1,0,0,1,54,3,2,11278.51786
927,1,0,0,1,0,1,0,1,50,6,1,6684.662143
928,1,0,0,0,1,1,0,1,50,5,0,6566.460357
