,$HAVE_CRYPTO,$HAVE_HASH,$HAVE_REPLICATIO0,$HAVE_VERIF1,$HAVE_SEQUENCE,$HAVE_STATISTICS,$DIAGNOSTIC,$PAGESIZE,$PS1K,$PS4K,$PS8K,$PS16K,$PS32K,$CACHESIZE,$CS32MB,$CS16MB,$CS64MB,$CS512MB,$<Performance
310,0,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,0.759354821
311,1,1,1,1,0,1,1,1,0,0,1,0,0,1,1,0,0,0,10.9246781
312,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,0,0,0,2.077240359
313,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,10.93052184
314,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.485591615
315,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.753564462
316,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.500295359
317,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.752372692
318,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.512697487
319,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.497566231
320,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.768409359
321,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0.749137895
322,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.508784917
323,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.5044075
324,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.73776841
325,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.504606316
326,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.745940897
327,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.506420026
328,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.498653718
329,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.750750051
330,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,0.75106541
331,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.51007441
332,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.776393974
333,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.512058282
334,1,0,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,3.260884308
335,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.582306231
336,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.781869395
337,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.515010154
338,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.520198128
339,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.75858445
340,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.769152179
341,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.527702744
342,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.775488487
343,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.521501179
344,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.760143128
345,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.520250513
346,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3.251999359
347,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.526041128
348,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0.775146667
349,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,0.74718541
350,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.78138277
351,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.92122184
352,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.76879526
353,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.9212017
354,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.72285969
355,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.73536044
356,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.91570532
357,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3.301858
358,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,10.92807113
359,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.75135367
360,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.93500403
361,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.74538376
362,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.94271159
363,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.74745926
364,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.76239459
365,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.93649951
366,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,10.93799605
367,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.72912464
368,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.368129487
369,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.89249438
370,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.74268547
371,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.94762564
372,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.72663069
373,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.73962571
374,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.91973362
375,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.93051562
376,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.75906169
377,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.91935169
378,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.7028349
379,1,1,0,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2.028609432
380,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.90663063
381,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.72237472
382,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.75216162
383,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,1,0,0,10.92611247
384,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,0,0,10.92420889
385,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.485192872
386,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.748528324
387,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.496672974
388,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.743754718
389,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.505779897
390,0,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.386138333
391,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.498201923
392,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.760644846
393,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,0.747544923
394,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.499730846
395,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.747115538
396,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.505390179
397,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.745673
398,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.503794231
399,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.492907128
400,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.752509103
401,1,1,0,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,2.08058759
402,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,0.750832026
403,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.74110482
404,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.93023948
405,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.75394131
406,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.92514289
407,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.73783418
408,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.7327083
409,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.89054357
410,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.93955262
411,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.7587161
412,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.52050541
413,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.92139859
414,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.75553567
415,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.92684557
416,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.73794241
417,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.71840067
418,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,1,0,0,10.93897147
419,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,1,0,0,10.93631076
420,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.509818923
421,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.782270487
422,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.512283846
423,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.570067128
424,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.790032359
425,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.516139872
426,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.518393359
427,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.776149769
428,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,0.776953641
429,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.71703016
430,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.91855879
431,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.74763843
432,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.96775018
433,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.72276818
434,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.367106077
435,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.73858795
436,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.95496989
437,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,1,0,0,10.90606135
438,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.517185487
439,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.755023737
440,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.520435333
441,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.76623759
442,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.75116823
443,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.74892169
444,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.93623945
445,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,2.042111205
446,0,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.393820026
447,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.94005484
448,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.52268659
449,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.759230103
450,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.74201554
451,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.92417518
452,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.521863872
453,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.75344265
454,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,0.757554359
455,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,1,0,0,10.91686424
456,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.480289821
457,1,0,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3.254886564
458,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.498180564
459,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.511676316
460,0,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.498571641
461,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.500653205
462,0,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.499725103
463,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.505930923
464,0,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.498075436
465,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.50964341
466,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.510278769
467,0,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.512519487
468,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,2.043632769
469,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.518193949
470,0,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.523740154
471,0,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.522803615
472,0,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.518411053
473,0,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.525377795
474,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.485939179
475,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.499176795
476,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.507866538
477,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.497518821
478,0,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.505544744
479,1,0,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3.28505
480,0,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.515384821
481,0,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.510183385
482,0,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.519248872
483,0,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.501216333
484,0,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.500773615
485,0,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.512971872
486,0,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.518332103
487,0,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.505772256
488,0,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.522667026
489,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.493295462
490,1,1,1,0,0,0,1,1,1,0,0,0,0,1,0,1,0,0,2.065326769
491,0,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.520384974
492,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.750865128
493,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.743481658
494,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.753704718
495,0,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0.748520211
496,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.732578179
497,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.738733895
498,0,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.747907718
499,0,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0.746961846
500,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.750266487
501,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.534583359
502,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.749383974
503,0,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.740263103
504,0,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.751350389
505,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.761916
506,0,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.74373959
507,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0.748157872
508,0,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0.754564154
509,0,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.772413872
510,0,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.774695026
511,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.773246769
512,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.581893308
513,0,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0.7843835
514,0,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.779995
515,0,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.784632421
516,0,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.783604667
517,0,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0.775283282
518,0,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.752823641
519,0,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.765605718
520,0,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.753086667
521,0,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.759668718
522,0,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.757227436
523,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3.209706256
524,0,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.756648282
525,0,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0.749568744
526,0,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0.752955763
527,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.75152351
528,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.76325432
529,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.74399985
530,1,0,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.75635941
531,1,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.75633178
532,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.74710292
533,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.73199077
534,1,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3.279689128
535,1,0,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.723519
536,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.74228897
537,1,0,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.72787871
538,1,0,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.70164267
539,1,0,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.71526779
540,1,0,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.72950518
541,1,0,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.70338887
542,1,0,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.73781577
543,1,0,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.74896131
544,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.91508582
545,0,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.527254487
546,1,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.93460194
547,1,1,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.92219408
548,1,1,1,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,10.91288179
549,1,1,0,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.95426658
550,1,1,0,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.95625863
551,1,1,1,0,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.92663874
552,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,10.94561263
553,1,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.89367074
554,1,1,1,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.92940353
555,1,1,0,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.90126353
556,1,0,1,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,3.286479333
557,1,0,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,3.225139026
558,1,1,1,0,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.939225
559,1,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.91810426
560,1,1,0,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.91623082
561,1,1,1,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,10.90369734
562,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,10.89181905
563,1,0,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.7399239
564,1,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.74095956
565,1,0,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.75194624
566,1,0,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.75878918
567,1,0,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.75596192
568,0,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.578862897
569,1,0,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.73521977
570,1,0,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.74807693
571,1,0,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.74186554
572,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.93008946
573,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.93519018
574,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.91766595
575,1,1,1,0,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.95195554
576,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.90057685
577,1,1,0,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.90222324
578,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,0,1,0,10.91888644
579,1,0,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,3.285200897
580,1,1,1,1,1,1,0,1,0,0,1,0,0,1,0,0,1,0,10.92018342
581,1,0,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.71849197
582,1,0,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.73789949
583,1,0,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.71608914
584,1,0,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.71853913
585,1,1,0,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.92414672
586,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.94501723
587,1,1,1,0,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.9552368
588,1,1,1,1,1,0,1,1,0,0,1,0,0,1,0,0,1,0,10.93825216
589,1,0,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.74223392
590,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.370124744
591,1,0,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.73809084
592,1,1,0,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.91546045
593,1,1,1,0,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.94146097
594,1,0,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.73446403
595,1,1,0,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.92266743
596,1,0,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.727516
597,1,1,1,1,1,1,1,1,0,0,1,0,0,1,0,0,1,0,10.92846305
598,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.617643846
599,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.256943513
600,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.631542692
601,0,1,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.384385692
602,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.261008054
603,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.643458308
604,0,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0.630553795
605,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.254275474
606,0,1,1,1,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1.242679641
607,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.633665897
608,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.241584763
609,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.630504846
610,0,1,0,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.251503513
611,0,0,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.638332128
612,0,1,1,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0.355221462
613,0,0,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0.627514842
614,0,1,1,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.251462282
615,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1.249853575
616,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.634213026
617,0,1,0,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1.307646973
618,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,0.640399923
619,0,1,1,0,0,0,1,1,0,0,0,1,0,1,0,1,0,0,1.31121941
620,0,0,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0.638432769
621,0,0,1,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,0.643212744
622,0,1,0,0,0,1,1,1,0,0,0,1,0,1,0,1,0,0,1.258510513
623,0,1,1,1,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0.387198436
